text,label,exp_split,Generated_Label
Respect for Sikh warriors,0,train,0
Domestic Terrorists need to go,0,train,1
"They're always such victim's. This border things is such a fiasco! Told 8 mo., ago this was a crisis...oh no your making things up! Now they're crying and begging for illegals.",0,train,1
Muslim goat fuckers not welcome in Europe!,1,train,1
"That argument for diversity was true last century but we have much more diversity now (case in point: God Friended Me). SJ is just stunningly beautiful as well as talented, and most important to producers, attracts more people to see her movies. When Morgan Freeman can play God, you've arrived. To get ahead, it helps to be the best, if a transgender person wants that role, maybe start by producing film shorts showcasing their talent?",0,train,0
"Any Muslim that wants to come to our western countries should renounce pigslam then piss on and burn the fucked up filth known as the quraan! :)
FUCK islam!!!",1,train,1
"Ugly, hideous, violent murders like this one deserves capital punishment. PERIOD!!!! AND this female will be in death row and not in the general population where she could be in lesbian heaven which would be no punishment at all AND put other women a risk of being killed like she killed her unfaithful girl friend.",0,train,1
How can 6.4K people not see the real nigga shit put into this video?🤦🏽‍♀️,0,train,1
Fuck Obama and his Muslim apologism,1,train,1
fuck muslims and islam,1,train,1
Cuckold did it again... and he forgot the makeup. You look like a rat's ass mfkr.,0,train,1
Religion is still a thing? Hmm.. go figure. Silly humans and their fairytales.,0,train,0
Secularist retards and religious retards should grow up and let the culture of the choice of the individual to decide what is required to wear?,1,train,1
I hate north korea,1,train,1
That baseball is racist. I'm trying to fit in with the mallenials this is how right hahaha,0,train,1
Hextain I really love the way you look. Cause I'm guessing you're encouraging the LGBT community?,0,train,0
alkahu akbar motherfuckers!,1,train,1
Remember when Ayesha said she didn't get enough male attention?,0,train,0
"There is a trucking youtuber out there who is a woman now, but used to be a man but is now a lesbian.",0,train,0
"These women are rigorously dumping on President Trump 10+ times a day .... each woman, ...seven days a Week .. Come on America.. these women are trying to bring down America. Do your job ladies or leave, resign your job.... already. Give your jobs up to someone new... who cares about America.. you women are a disgrace.. 👎🏼",0,train,1
ICKON Beauty Very true most people I meet even say that they would never date a white guy... 🤷‍♀️,0,train,0
@David Rook lol jew. You support most military state on earth which is a extremism theocracy pls stop embarrassing yourself jew.,0,train,1
Islam is cancer.,1,train,1
"The fact they are undocumented makes them, in fact, criminals. Read a book and suck less penis.",0,train,1
I'm a married Christian woman and I do not feel repressed. I feel like having faith in God helps me to love people more including my husband and my children first and everyone else outside of that. knowing God helps people feel loved and that leads to happiness as well. I've rarely met a happy atheist or a truly happy a occultist.,0,train,0
Get back to the desert you fucking cockroaches.,1,train,1
"On this subject Maher is right.  Islam sucks--it's  all about killing those who don't believe and  restricting individual rights. Are Berkely students for this??? 
Wake up you ultra-liberal dummies.",1,train,1
"Fuck these idiots, the invasion of America has started, if we allow these idiots to continue then we will become like Britain",1,train,1
"When white people came here killing, raping and stealing. They called them selves settlers.. GO BACK TO ENGLAND    YOU FUCKEN THIEVES!!!!",1,train,1
"Modern socialism is simply taking a percentage of the fruits of capitalism, and redistributing them to the less fortunate.

Most sensible 1st-world countries do this.

The USA has a tendency to allow its rich elite to take all of the profits for themselves and make money on the interest.

There is no such thing as ""trickle-down"" economics ... the greedy make money and keep it for themselves.

Ok - their might be some ""aspirational"" benefit ... but the American Dream is as much of an illusion today as winning the lottery.

Due to the incredible tax breaks on the top corporations, the little guy has no chance of breaking through and getting their own yacht or jet. They'll be lucky to sell their business unscathed.

Socialism, at its best, helps capitalism ... offering support for fledgeling businesses, investing in companies that may be at a risky edge of renewable energy,  (R&D)

Socialism benefits capitalism by making sure that all working people have money in their pockets, contributing to the economy with that extra money as they spend their hard-earned  on their hobbies in their free time. [VERY important]

Socialism, at its best, lifts up and protects those that are in need ... and asks those that are not in need to pay for it.

It's a family unit - done as an entire country.

The breadwinners provide for those that can't.

That's socialism.",1,train,0
That poor thing they should've at least give it a chance to live ;( GO TO HELL CHINESE PEOPLE!!!!!,1,train,1
Fuck Russia and their shitty ugly poor nasty weak country. ,1,train,1
FUCK MUSLIMS!!!!! BACK TO THEIR FUCKIG COUNTRY!!! NWE DONT WONT MUSLIMS IN EUROPE!!!!!,1,train,1
"Arguing over scripture, you guys must just overlook the 53 miles of hidden Library at the Vatican. Do you seriously think the demonic would let the complete Word be exposed. Neither of you know anything. Use the Bible as guidelines.. It's people just like you, which is the norm, that just makes me cringe.",0,train,1
What kind of evil do we live in where people killing children is ok so we can have easier lives Its true when do we stop this? Its so evil! The christian is the one no one agrees with? Dear Lord help our country to stop this genocide !,0,train,1
"Why are immigrants even in our country ., figure this out first regardless of what they are doing here. If they want to be here because this is where the work is to be found then, learn the language apply for citizenship put down roots pay taxes the whole thing. Don't just show up work send money back to Mexico and basically shit all over our country. When immigrants came to this country passing through Ellis island, they did not just go to work send money back to Italy then leave after making enough. They stayed and made our country, their country great. You like I said before just want to shit al over our country then leave. You are not here to better yourself and our country, just yourself. Can you see the difference? You are not immigrants you are the filth that make rich people richer, and poor people poorer.",1,train,1
I think we should keep the migrants and deport Republicans!,0,train,1
fuck islam burn the koran,1,train,1
"Really? This guy is still going on like this? SHOWS how SOME white ppl REALLY think! That's why trump won, there are ACTUALLY ppl that think like King!! Sidebar; my biological father's name was king, and i am as lilly white as this POS, unfortunately. Hope their is NO relation, didnt know my POS lol. But smh and would spit in his face if we were related! Wtf makes him act like that?.!! He should be voted out for fucks sake!!",0,train,1
"FUCK ISLAM 
Thank you and 
Good bye !!!",1,train,1
She's an entitled lesbian. Rules don't apply to these morons in their heads.  Anyone who thinks AOC is not an idiot is seriously messed up in the head xD,0,train,1
Jew doing what Jews do best...grab other peoples land.,1,train,1
I hate white people.,1,train,1
FUCK THEM .. THEY WILL RUIN YOUR COUNTRY IF U FEEL NICE TOWARDS THEMISLAM WILL TAKE OVER EURIOPEBE NICT TO YOURSELF FOR A CHANGE,1,train,1
Israel's flexing on the World wants America to Genocide anyone who stands in their way...,0,train,1
"White millionaire fakes tears over something other white people did so non-white people can look at it and say ""Look, a white person cried.""

White millionaire adds that since he cried on TV, another white guy must also cry, since he did it first and it's only fair.

Leadership at its finest.

I fucking hate this country.",1,train,1
Offer up one way bus tickets to California for the homeless and illegal immigrants and cut off government aide seeing how they are so tolerant to this type of society.,0,train,1
Probably a white brit. Those wankers are trying to colonize again.,0,train,1
this asshole doesant live next door to these pigs . 8 of these terriost fuckers moved in next to us . I'm posting the vid today . there fucking scum who have no respect for us or r way of life . they don't clean up after them selfs the cops had to be called three times for the husband screaming his head off at his wife and children and as being next door to him we hear everything this is b******* white Canadian lives don't matter. u will all see when they start the bullshit here fuck ala fuck them !,1,train,1
Rapesfuges refuse to register then they are going to be ISIS.,1,train,1
I fucking hate this country,1,train,1
"I'm Asian, I respect the loud eating!",0,train,0
Jew grabbing more and more land,1,train,1
Illegal immigrants sets a positive view for our country? Come in legally not illegally. People using squatters right in your house is positive for your home and real estate value. I'm all for helping people I love people especially children in good people that want to make a positive impact put that positive impact starts with the little things correctly not by doing it wrong so later you can do it correctly. Go to the system as many have done and make your positive impact.,0,train,0
Muslims are not humans you dummies,1,train,1
"Send them back by force. Muslims are the rats, the plague returns in the form of these cowardly rats fleeing from their shit hole to create a new shit hole",1,train,1
"Not just kids of color who act like this. Those white kids do the same stupid shit. 
America has made all these kids feel entitled. Dont spank em, and everyone is a winner. 
No wonder the USA is the way it is, and with these kids coming up, it will only get worse.",1,train,1
@Daniel Burriss You gay people love lying or twisting truths to become professional victims,0,train,1
With how Hispanic gangs are run that ain't gonna happen,0,train,1
Mexicans should fight for his freedom and should start a war against the US,0,train,1
"Ebola disappeared, WALL DISAPPEARED, AL-QAEDA VANISHES, ISIS?....NO ONE KNOWS. NORTH KOREA? Shhhhh...lets keep this public distracted, while we bomb ONLY MUSLIM COUNTRIES AND blame their government for it. *MURICA*",0,train,1
fuck israel ... they will rot in hell ! even celebrities hate them ...,1,train,1
The neo-nazi anti-semitic america trying to suppress successful jewish people. Not surprising! Trump gets elected and they go after prominent jews! Well done Nazi America!,0,train,1
These four hags of the Apocalypse won't get any special treatment in hell.,0,train,1
Another xenophobic law.,0,train,1
Maybe I'm just American an far removed from India at this point even though my parents are from there but cant we all just get along. Modi has done some great things for the country and almost every Indian prime minister has been known for creating some human right violations. Maybe Muslims need another guy like Mustafa Kamal Atatürk to force us to be more secular and peaceful.,0,train,0
Imagine fucking this bitch,0,train,1
everyone complaining but i'm happy that disney actually cast someone who's chinese as the main role and as a bonus she knows how to do martial arts. literally a real life Mulan tf,0,train,0
So danny your saying its the womans fault if she gets pregnant but the man is innocent..even if he forced himself on to her....shes still the whore and hes just a man..wow hate to think what your father taught you about women..,0,train,1
Karadzic is a hero and he will be recognized as such. Cleansing the Islamic filth from this Earth is something that should be rewarded!,1,train,1
Zionist Jew Tube has made changes to it's algorithm so that they can control the narrative.,0,train,1
Google steals info of their users,1,train,1
Fuck Palestine,1,train,1
"Women world cup suck, they play like 5 year old .",0,train,1
judaism  is  evil  hahahah     kill those  mother fucker   that  is good  news 6  israel  dog  died,1,train,1
It would be beyond gratifying to have the factual words of 4 minority women lead to the demise of occupant # 45. Appropriate.,0,train,0
"We. Do. Not. Want. Your. Insane. Religion. Coming. Here.  Drop the Islam, act like a normal human being with free will and thought, and you can come here.  Why the fuck would you want to come here otherwise?",1,train,1
Converted Christian Anchor 😜,0,train,0
"as a latino, we do not claim her.",0,train,0
6:32 Thats what i call a real muslim,0,train,0
Why you are bastards dont fight for your country !!!!!,1,train,1
"Hebrews 12:8 If you are not disciplined (AND EVERYONE UNDERGOES DISCIPLINE), then you are illegitimate children and not true sons.",0,train,0
"Awww... this little girl is scared of big ol' mean Trump. It's okay little girl. We think your islamic supremacist garbage is pretty scary, too!",1,train,1
"HOLY FUCK... LOTS of men want sole custody... and women have no authority because the etymon of the word author is father, ALL family and divorce court(esan)s USURP AUTHORITY... literal FATHERHOOD RAPE (seizure) 1 Timothy 2:12 King James Version (KJV) ""But I suffer [allow] not a woman to teach, nor to usurp [seize for use] authority [fatherhood] over [standing] the man, but to be in silence [shhhh...].""",0,train,1
Iran thinks the Persian Gulf belongs to them so you better tell them they don't own the Gulf before something bad happens to the Iranian people.,0,train,1
God I hate rich hipsters...,1,train,1
"The major problem? It will take 36 hours and cost 11 MILLION DOLLARS???? Ok, wait a second... 11 million divided by 36 hours is about $ 306,000 an hour. Why not $10 million an hour? or $20 million an hour??? If the Dr's and the hospital volunteers their time and facilities, this shouldn't cost more than a few hundred thousand dollars TOPS ! I Shit on your ""medical business""",1,train,0
Amazing I was expecting Disney to make Mulan a black Chinese girl. Like all the rest of the live action remakes lol.,0,train,0
Biatch slap that ho,0,train,1
I had no idea that the had these rules. I always assumed Lebanon was just another Sharia Law Islamic hell hole. Good to know their is a at least one good country in the Middle East.,1,train,1
"Think of the millions in stolen money that the government uses to put on these false flag terror operations. Mourn for the United States of America - it is run by lying, greedy, controlling evil people.",1,train,1
"All of those Palestinian bastards deserved to die! fuck them, terrorists that stab and shoot innocent people deserve to have their life ended.",1,train,1
"Don't be stupid.  It's a minor skirmish,  that's all.  The last thing the Arab occupiers want is another war with Israel, they've lost every other one they've started.   If they don't like living in Israel they should fuck off to some Islamic shithole.",1,train,1
Hes so white but his vouce,0,train,0
"Why don't these Jordanians just fuck off back to Jordan where they're from, instead of causing trouble in Israel. Fuck islam. Go Israel.",1,train,1
Ignorance of the Germans and the Left wing Idiots.,1,train,1
"And this ""great"" man was silent when 2k Muslims were slaughtered on his watch.",0,train,1
#Rapefugees,1,train,1
To Hell with this Bastards !!!,1,train,1
Fuck Russia. The U.S should nuke Moscow 20x.,1,train,1
"The Islamic State thugs are inspired by Satan. Their behavior is demonic. Their hatred and contempt for women is demonic. The murders and rapes they have committed in God's name, the burning of the young Jordanian pilot--all these attitudes and actions are clearly demonic. Therefore, it seems clear that the decent people of the world, Muslim and non-Muslim alike, have a duty to fight these vicious IS brutes, any way we can--and using humor is just one way fight back. Remember the words of Thomas More, ""The devil, the proud spirit, cannot endure to be mocked..."" ",1,train,1
sorry to say but lets see how long these idiots are cheering for!,1,train,1
stupid Chinese,1,train,1
"thats how you know the racist white supremacist and his minioins...they will exhibit, hipocrosy, lie, decieve, pervert, degenerate, steal, conspire, torture, maim, spread mayhem, and then claim things like, caring,freedom, justice, democracy, love, diverstity, and tolerance..etc..etc... but what will be going on in reality will be something totally different....",1,train,1
Your boy already blew it cheating long before he tried to be a fake news reporter for his Jewish sponsored bank account!! what!! too anti-semetic for you? grow up!!! the boy's a thug!!!,0,train,1
As long as black people are entertaining white people then this country will be excited Via sports Via movies Via killing each other.. Without african americans this country aint shhh,0,train,1
"Oh, I didnt know Jacob was Filipino.",0,train,0
Fake news. Brown people can't climb anything. Only us superior white western Trump supporters can climb stuff,0,train,1
we are not weak we just not ready yet yuo just beating women and childrn you couldnt beat the armless palistiniens imagine the 2 billion muslims dont worry we will come after you ps we are not afraid of death becouse we have faith we know what will hapend to us after death what about you man you people so fucking afraid mother fuckers,1,train,1
So kill those 80 induhviduals and take their stuff.,1,train,1
These girls are either proof that women aren't funny or they just give female comedians a bad name 👎🏻,0,train,1
SWEDEN= Rape capital of the world.... Thanks to refugees....Sadly.,1,train,1
Man that pisses me off that they made a man in Black with women,0,train,0
"The reason why we cant treat them like germany or other western countries do is because we DONT HAVE THE MONEY TO HELP THEM. we're not fucking germany, and even if the EU ever gave some money for our government they will steal it anyway..",1,train,1
"Usually, ""representation"" in music videos is one skinny girl of color in the background of a video. This video celebrates REAL diversity and I'm here for it.",0,train,0
Go home shitskins.,1,train,1
ISIS reflects the core ideology of Islam.,1,train,1
"I am not religious, but be sure, american bastards and parasites, you will get a similar attitude in his address to  the entire Eurasian continent.",1,train,1
Shameless Arabs. I pray that the Saudis suffer the same pain as the Syrians one days soon.  Saudis fundal these wars so ya why should they help? I Hate Saudi Wahabbi Kafir who are in bed with Zionists every day and night. Shame on Arabs with no dignity.,1,train,1
"Oh yea that will counteract mental illness, Good idea. How old are you 12",0,train,0
YEMENI PEOPLE WILL FIGHT TILL THE LAST SOUL ..AGAINST THE FAGOT KINGS #!YOU MADE UR BIGGEST MISTAKE TRYING TO BULL SHIT AND INVADE YEMEN !!,1,train,1
"Many countries are struggling to feed their own people in their own countries. I'm sure if everyone had lots of money like the richest families in the world who are greedy and have the money to feed everybody we would take in all of the migrants and feed them, cloth them, house them and school them.",1,train,0
I hate Indians they are terrorists. Killing thousands people in Kashmir.,0,train,1
Stop having unprotected sex. Take the necessary steps to prevent getting pregnant. Are people retarded??? God I hate this country,1,train,1
"Black people always claim that you can't help who you fall in love with, I've never belueved in that madbess. Yeah, you can - I turned down 2 love proposals. Thank you for acknowledging that all elders are not sellouts. Keep talking Black to us.",0,train,0
I worship young cute 18 to 25ish women and I am very very happy when my prayers are answered. I am extremely conservative about the age...,0,train,0
Stupid White Douche.,0,train,1
Asian nigga at the beginning a straight bitch boi lookin ass,0,train,1
"Just cut off his nuts and be done with it, then lock him in the closet, until age is just another number.",0,train,1
"Every person who is cheering for immigrants and welcoming them should be charged as accessories to EVERY CRIME the immigrants are committing.   Have you not seen the Swedish rape crisis, watched the immigrants attack the school children and all the other atrocities committed???  WTF is wrong with you people, you have no empathy for the victims of people who helped immigrate.    You are pure evil and will be the death of all freedom everywhere.",1,train,1
As long as black people are entertaining white people then this country will be excited Via sports Via movies Via killing each other.. Without african americans this country aint shhh,0,train,1
"I am white, white is my favorite color",0,train,0
The aunt happy she was happy transitioning is a good aunt. As a parent/aunt/friend you should only care if they are happy so long as they arent out hurting others.,0,train,0
This is why people with Autism or Down syndrome should be killed.,1,train,1
Is for American policy really so important that Americans must LOYAL to ISRAEL? Why?,0,train,1
Commie bastards,1,train,1
"Hawaiians, Native Americans, and blacks, muslims, mexicans are all being robbed",1,train,1
"It's not individuals getting rich that are the problem, its the system. It's Companies. Companies that exploit people and just see them as labor to work and profit off

There are plenty of people that worked hard or were smart and earnt their wealth.",1,train,0
"Isn't he the little shit face Jew who bought all the houses surrounding his own so he wouldn't have any neighbors?    So Zuckerberg's lawyer said to her, ""Hey how does it feel to get $400 for land you never knew you had?""   Well if that isn't a Jew for you nothing is!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,train,1
Please don't separate take your family with you.,1,train,0
"Fuck refugees,my respect to our hungarian neighbors.
We do not want you,you filthy savages,get the fuck out of EU.",1,train,1
"This cancer must be removed from the face of the earth at any and all cost.
Either fight it or die with it. There is no other way.",1,train,1
ISLAM DETECTED.  He will blow himself up if he wins.,0,train,1
Fire them all and hire illegals they are cheaper.,0,train,1
"All you racists who enjoy seeing human beings being treated like this, wait till the Govt is confining you like this after Artificial Intelligence and Robotics have replaced most of the dwindling employment in the U.S. (by 2030). When you demand a way to survive, you too will be confined like this. The GREED is gonna get ya!",0,train,1
You radical Islamic pigs need to be squashed like the dirty cockroaches that you are and the Quran pissed on. I hope when you are blown up with an American or Israeli missile you find all 72 virgins ready with a sharp knife to castrate you !,1,train,1
Fuck Islam and fuck these refuges.  I hope they all die.,1,train,1
may as well take it down and next take the american flag down  since this country is  crap now anyway.,1,train,0
"@Vito Amelino It's a lie made up by those who serve Satan. The same ppl who call anyone and everyone ""racist"" support infanticide. You are right that It's about morality. These Marxists Leftists do NOT care about Black people. They care ONLY about their own wealth and power. If they cared about Black Americans, they'd stop this Open Borders nonsense bc it virtually exclusively has hurt Black Americans.",0,train,1
Y'all ain't put the black kid that brought me here on the video,0,train,0
If a guy did this to 11 girls feminists would find it sexist,0,train,1
"if you the light skin lil wayne then do something about it faggot instead of going off the grid for months/years and then releasing a mediocre album with a track and a video that totally rips off Weezy. ""know what i mean""",0,train,1
"HELLO, YOU UGLY DIRTY ALIEN=Gimmeaflakeman!
IS THIS YOUR VIDEO TOO?  YOU’VE UPLOADED ABOUT 2000 VIDEOS ON YOUTUBE, RIGHT?
STOP ACTING LIKE AN AMERICAN, CUZ REAL AMERICANS DON’T LOOK LIKE YOU.
REAL AMERICANS DON’T’ TALK LIKE YOU.
DON’T TELL JAPANESE THAT YOU’RE AN AMERICAN, YOU’RE JUST ANOTHER STUPID IMMIGRANT!
DON’T RUIN AMERICA’S REPUTATION!
DON’T RUIN JAPAN’S REPUTATION!
DON’T FORGET, YOU DON’T HAVE ROUND EYES, YOU DON’T HAVE SLANTY EYES, YOU LOOK LIKE UFO!
YOU KNOW WHY JAPANESE PEOPLE STARE AT YOU?  CUZ YOU’RE HIDEOUSLY UGLY! HAAAAAAAAAAAAAAAAAAA  UFO HAAAAAAAAAAAAAAAAAAAAAAAAAAAA",1,train,1
"If you ask Congress women Talib or Omar about Nazis and the Holocaust they would say: ""Some people did something.""",0,train,1
I would like someone to explain to me why America has to take a single one of these people into its country. Why? There is a legal port of entry and they ain't using it. FUCKING EXPLAIN TO ME WHY THEY SHOULD GET IN.,0,train,1
Why bart look like asian leon Kennedy with his hair down,0,train,0
"*I dont get Israel, Just dont put the KFC in the Religious areas, Put the KFC in Tel Aviv in the liberals, and Tourist Areas, it should turn a profit there and in Jerusalem.*",0,train,0
"Kalefat Muhumud no God will punish your people, stupid...",0,train,1
"Fuck those refugees. I dont care if they die in syria, Afghanistan or whatever. Just dont come here you miserable scum.",1,train,1
"Dan Wruck God? Lol. You mean, sanctimonious Evangelicals that give out mulligans for pussygrabbing",0,train,0
Made white men look really weak. HAHAAHA,0,train,1
"April said "" I am a black woman"" I didn't know this because all this while I thought she was "" White""🤔🤔🤔🤔",0,train,0
You are not welcome in Europe and never will be.,1,train,1
So disgusting and depraved. India is the anus of the earth...,1,train,1
Thank GOD for President Trump !! Keep deporting those bastards !!,1,train,1
Death to palastinians,1,train,1
"Islam hates the world, islam kills gays and non muslims, oppresses women, and gives the a-ok to marry children, yeah islam sucks, and so do the followers, i hate tge quaran, i hate islam, and i hate Muhammad, call me whatever you want but im sorry i hate a religion based on an illiterate pedophile who thinks non muslims should die",1,train,1
"ISIS beheads children and forces women to sex slavery. Death to ISIS,death to Islam.",1,train,1
All men and women should be treated the same no matter how rich or poor you are. He should be. Burned alive,0,train,0
"TWO STRONG SUCCESSFUL BLACK WOMEN WHO WORSHIP THE DEVIL, WHOSE SUCCESS STEMS FROM PROMISCUITY...YEA, WE ARE EMVIOUS AND JEALOUS OF THIS CHEAPNESS AND VULGARITY! 👠💍",0,train,1
Violets kay. you need to read about the life of Donald Trump and his ancestors and he is the President of the United States of America I suppose you won't look at that because he's white,0,train,1
Keep calling people racists !!we sick of it!you all hate white people and you brain wash their kids to hate themselves! parents wake up and take your kids out of school shot the phones and internet and get them a job!!!,0,train,1
America continues to disappoint me. The Racism is blatant and obvious.,0,train,1
Yes you better hurry up and get away from these countries. Find another one to go to. Bye Bye.,0,train,1
"Now after loosing the Final match against England, NZ will understand the pain of loosing a match due to misfortune",0,train,0
Congregation Modi Ji. I am a Bangladeshi Citizen but i always like u.,0,train,0
@Katherine Kelly I bet ur Christian lol,0,train,0
"Gotta love how Hollywood continues to push the SJW feminist narrative in a genre that is overwhelmingly associated with Alpha Males. Does any of the best action ""guy "" movies of the past feature a female lead not associated with a strong alpha ""white"" male? Imagine if Gladiator, Die Hard, Fight Club, Braveheart all prominently featured strong Female Leads? Those movies would flop just like this one will. Hard pass on this newwave bullshit Hollywood is forcing down our throats.",0,train,1
"Always blaming the 1% BAD people with the 99% great hard working mexicans, stupid Matt Albance , how people still believe this idiots, mexicans can cooperate in catching criminals but how if you put good people in cages, this guy is nonsense",0,train,1
Do u know Quran is fake I read it's min source of Terrorism,0,train,1
"Islamic Muslims terrorist. ""refugees"". Are the same shit, always Taqiyya Taqiyya Taqiyya, = Lying, & playing the victims. Muslims Brotherhood agenda is to destroy Europe first, then America.
Muslims are good people when they are the minority, once they become the majority they are evil assholes.
Let's stop the building of Mosques in the World. Muslims are destroying Churches in the Middle East, & killing non Muslims. So an eye for an eye, & a tooth for a tooth.  I feel sorry for Europe. Wake up America before is to late, we have about 9,000.000. Million Muslims here in America allready causing problems in small town in Michigan. Please India don't forget Nalanda.
",1,train,1
"shia and sunni are brothers
I am shia, i love sunni brothers and
I hate America and Israel...",1,train,0
As much as I hate Muslims and the invaders in general at the very least I can respect them somewhat.  I can't say the same for the German cucks bowing down to these people.,1,train,1
FUCK THEM KILL ALL THE PARASITES!,1,train,1
It's cus we don't sacrifice pigs or goats to mythical sky men,0,train,0
victims of muhammad's bullshit,1,train,1
I dont want this assfucks in my country,1,train,1
I do not see how anything he said against those 4 Women are racist at all they all told out and out lies that is evil they say horrible things about our government and our president and our country sense all they can do is say hateful horrible things get out of my country sense you think it is so horrible here if you hate America so much leave,0,train,1
Your an illegal alien with no respect for the U.S. calling us lazy. You need to be deported with no chance of ever becoming an American citizen. Let me look up I.C.E.s phone number. I'll have them drop by.,0,train,1
if their gonna fly the mexican flag we might as well revoke their citizenship and send them to mexico as well. Dont like the USA? move.,0,train,1
Israel second class citizen Trump what are u crazy the Jews  in Israel are committing genocide and stealing land from the people that have lived there for centuries!!! Ass holes!!!,1,train,1
"If you subscribe to this channel you subscribe to an Islamic propeganda machine funded by the lovely Qatar government.

Read the wikileaks documents yourself.

---------------

Al Jazeera is owned by the government of Qatar.[2][3][4][5][6][7] While Al Jazeera officials have stated that they are editorially independent from the government of Qatar,[178][179] this assertion has been disputed.[8] *In 2010, United States Department of State internal communications, released by WikiLeaks as part of the 2010 diplomatic cables leak, claim that the Qatar government manipulates Al Jazeera coverage to suit political interests.*[180][181]

In September 2012, The Guardian reported that Al Jazeera's editorial independence came into question when the channel's director of news, Salah Negm, stepped in at the last minute to order that a two-minute video covering a UN debate over the Syrian civil war include a speech by the leader of Qatar, Hamad bin Khalifa Al Thani.[8] Staff members protested that the speech was not the most important aspect of the debate, and that it was a repetition of previous calls for Arab intervention.[8]

The Guardian also claimed in September 2012 that Qatar has taken steps in recent years to consolidate control of Al Jazeera English.[8]",1,train,1
"Israel must be nuked, & All Israelis will be gone to hell for stealing from the Palestinians & murdering millions.",1,train,1
"Taquiyya,  liars, muslims are compulsive cheaters, it is written in the Quran to kill/subjugate all non-Muslim.  they can't be trusted, expel those jihadists out of Europe.  BAN ISLAM",1,train,1
"There is no place for muslims immigrants in Europe.  They are not coming to live in peace, thay are coming to hate, rape, steal and kill ! And all this in the name of Islam",1,train,1
Parasites...,1,train,1
"Never trust what a turk says who was the one to go save your turkmans ass in Syria pkk ypg. 

And you say pkk killed turks as if you never killed the Kurds.  

Ideology of pkk is.  Who stops bad man with a gun is good man with a  gun

",1,train,1
Aj propaganda these are Isis motherfuckers,1,train,1
FUCK ISRAEL AND ALL THOSE WHO SUPPORT IT.,1,train,1
This black retarded 🤡 always tryna diss the rockets.. who is blood tho???? Never ever heard of cuz stats,0,train,1
Iran is the cause for this mess. They will pay for it.,0,train,1
"Y'know, I don't think it's unreasonable to say that in the future (near or far), if things don't radically change, we'll just see a return of feudalism. Wal-Mart's management? They'll become the new fuckin' Hapsburgs, and just carve up the world into fiefdoms and duchies and let their richest stockholders rule over millions of impoverished wage slaves. Maybe Reese Witherspoon will become the Duchess of California. 
And the Wal-Mart dynasty will wage endless wars of conquest against, I dunno, Goldman Sachs or Disney, for domination of the world. Or maybe they'll all intermarry and form one big super-dynasty. Imagine Earth completely ruled by neo-feudal oligarchs, like some kind of corporate Holy Roman Empire...

I used to think that scenario was just bad science fiction. But every day, it looks more and more plausible...",1,train,0
"@Paul Davis Exactly, why do you think they picked a brown Hispanic woman/girl? At first she disarms you with her looks and then she attacks with selfrighteous lying dribble that causes chaos then she's off to climate change.Leaving all in a wake. She had no intention of solving any of the issues. What about this what about that? Look over here look over there. She has cried wolf too many times!",0,train,1
The reason the leaders are pushing back is because they are criminals themselves. They know that the law is going to catch up with them as well once the illegals are dealt with. Thank God law is being re-established. This video is propaganda by the fake news CBS.,0,train,1
So is Woman of Color a royal title now?,0,train,0
Faggy mcpoopydick by utter tits,0,train,1
Stop this madness. Send them all back!,1,train,1
"10,000 BC? There is no Christ in Westeroes.",0,train,0
"The saddest thing is that these kind of greedy corporations has something in common. Once they did suck the blood out of that particular place and by the time people starts realizing the damage ,then that'sthe time for them to moves their 
business to another country. But who let them come in?.... corrupted  officias who doesn't care for their people. 
SAD.",1,train,1
kill those fucking leaches,1,train,1
The real Americans are the native Americans!! go to school! all those whites came from Europe and stole our jobs!!,1,train,1
traitors letting this animals in.. we will regreat this at some time.. but then it will be too late,1,train,1
Muslims should move to Saudi Arabia and Iran. Why do they want to spread Dar al Islam on the rest of us???,1,train,1
"+Zac Young I agree...His..story has made it hard to see the truth..but if the historical facts wasnt distorted then we can mo e on...Its like you telling your mom you didn't do it and she believe your big brother just because he is older...that don't mean he was right and didnt lie to get what he wanted...the black community need to understand stand it's worth and then can start recovery from ""slavery"" and the mind set it brought..this is still fairly new..so it takes time and one positive move toward healing..have a blessed day",0,train,0
Another example of how pathetic and histrionic the French are... Same donkeys who cried about Charlie Hebdo can't handle how women choose to dress,1,train,1
Fornication God says is wrong all the people that think im mean take it up with GOD JESUS he'll make a way for you,0,train,1
"I'm sorry (not sorry) but I DON'T BLAME HIM!!! I see her side too, but white women started this. This goes all the way back to slavery days. Not that I don't support the Me Too movement or they don't have a valid and warranted platform, but it's a Catch 22 situation. It's simple, don't give anyone a reason or evidence to create a narrative against you. White women want to be equal but they are always playing victim too and you can't have it both ways.",0,train,1
"They have not craved attention. Fox news, Trump, and any right wing media outlet use them as bait for people like you. They know if they insult women, especially dark skinned women, the racists eat it up.",0,train,1
Apparently you must be European descendant. If you are not one of the members of what's left of our tribe you need to go back to your national country.,0,train,1
If the Pyramids were built by Europeans instead of Africans they wouldn't be trying to say aliens did it,0,train,0
Ignorant. It takes a man to impregnate you and you baby may be male as well,0,train,1
"+Edward Terry Also maybe if you didn't act like such barbaric morons under the guise of ""Muh holy book."" you wouldn't be kicked out of every other country for the past one hundred years.",0,train,1
