,text,label,exp_split,ChatGPT Response
903,"To anyone who has seen Somalia, her whole country is a ""nightmare"". She needs to go back. Really.",0,train,"{
  ""text"": ""To anyone who has seen Somalia, her whole country is a \""nightmare\"". She needs to go back. Really."",
  ""rationales"": [
    ""Somalia""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
904,"I fucking hate the saud family...
Bunch of rich fundamentalist Sunni cunts...",1,train,"{
  ""text"": ""I fucking hate the saud family...\nBunch of rich fundamentalist Sunni cunts..."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""saud family"",
    ""fundamentalist Sunni cunts""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""cunts""
  ]
}"
905,leeches..  parasites...,1,train,"{
  ""text"": ""leeches..  parasites..."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""leeches"",
    ""parasites""
  ],
  ""cuss_words"": []
}"
906,Y do u think there is a war on pain drs .because  it gets into the cartels drug money's an government's  drug buisness. so they went after drs an big pharmacy. now more heroin on streets.funny how that worked out for cartels an government. an now obummer  yaght busted for 125 mill doller worth of cocainr were not stupid but hopefully  trump puts a end to it.,1,train,"{
  ""text"": ""Y do u think there is a war on pain drs .because  it gets into the cartels drug money's an government's  drug buisness. so they went after drs an big pharmacy. now more heroin on streets.funny how that worked out for cartels an government. an now obummer  yaght busted for 125 mill doller worth of cocainr were not stupid but hopefully  trump puts a end to it."",
  ""rationales"": [
    ""war on pain drs"",
    ""cartels drug money"",
    ""government's drug buisness"",
    ""drs"",
    ""big pharmacy"",
    ""heroin on streets"",
    ""cartels"",
    ""government"",
    ""obummer"",
    ""yaght busted"",
    ""cocainr"",
    ""trump""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
907,Shoot them Let them pray to their fucking allah you are so stupid to have pity for them? You will convert to islam and where a beekeeper suit Their lands are fucked up because of their stupid superstitions and they want to impose them on the rest of the world KILL THEM ALL,1,train,"{
  ""text"": ""Shoot them Let them pray to their fucking allah you are so stupid to have pity for them? You will convert to islam and where a beekeeper suit Their lands are fucked up because of their stupid superstitions and they want to impose them on the rest of the world KILL THEM ALL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fucking"",
    ""stupid"",
    ""fucked up"",
    ""KILL THEM ALL""
  ]
}"
908,fuck israel,1,train,"{
  ""text"": ""fuck israel"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
909,"When tragedy hits Oklahomans no matter your politics, skin color or anything will keep us from banding together and gutting through. By God and all things holy we will heal and be stronger TOGETHER!",0,train,"{
  ""text"": ""When tragedy hits Oklahomans no matter your politics, skin color or anything will keep us from banding together and gutting through. By God and all things holy we will heal and be stronger TOGETHER!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
910,what did you expect from a jew ?,1,train,"{
  ""text"": ""what did you expect from a jew ?"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""jew""
  ],
  ""cuss_words"": []
}"
911,"Heartbreaking to see World War 3 happening in our Doorsteps. 

Next time you meet a Bigot/Racist/Fascist. Tell him/her to change his target to ""Jews"" and check if he sounds like a Nazi.",1,train,"{
  ""text"": ""Heartbreaking to see World War 3 happening in our Doorsteps. Next time you meet a Bigot/Racist/Fascist. Tell him/her to change his target to \""Jews\"" and check if he sounds like a Nazi."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Bigot"",
    ""Racist"",
    ""Fascist"",
    ""Nazi""
  ],
  ""cuss_words"": []
}"
912,Dont know why this keeps ending up on my feed...DEPORT!,1,train,"{
  ""text"": ""Dont know why this keeps ending up on my feed...DEPORT!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""DEPORT""
  ]
}"
913,"this is called a govt monopoly. they are your problem. they make policies. keep asking for more. even your lord Bernie Sanders voted yes for the F35(military complex he claims he's against) in exchange for s military plant in his home state. look it up. career politicians. 

or you could move to Denmark where the gap between the top 20% and bottom 20% are much higher than the U.S. or you could look at why they have people moving to private insurance companies now and they have billionaire medical and pharmaceutical douche bags... just like here. keep eating what the media is telling you. you aren't in a ""revolution"" you're another sucker for another career politician. hahahaha",1,train,"{
  ""text"": ""this is called a govt monopoly. they are your problem. they make policies. keep asking for more. even your lord Bernie Sanders voted yes for the F35(military complex he claims he's against) in exchange for s military plant in his home state. look it up. career politicians. or you could move to Denmark where the gap between the top 20% and bottom 20% are much higher than the U.S. or you could look at why they have people moving to private insurance companies now and they have billionaire medical and pharmaceutical douche bags... just like here. keep eating what the media is telling you. you aren't in a \""revolution\"" you're another sucker for another career politician. hahahaha"",
  ""rationales"": [
    ""govt monopoly"",
    ""Bernie Sanders"",
    ""F35"",
    ""military complex"",
    ""military plant"",
    ""career politicians"",
    ""Denmark"",
    ""private insurance companies"",
    ""billionaire medical and pharmaceutical douche bags"",
    ""media"",
    ""revolution"",
    ""career politician""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sucker""
  ]
}"
914,Those women were thirsty.,0,train,"{
  ""text"": ""Those women were thirsty."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
915,"Yes, White countries are evil and racist, therefore, to be safe, ONLY White people should live there. Please Non-Whites, stay away for your own good. The White man will just steal your inventions and oppress you, you know, because you're superior to the White man. For your own good, stay the fuck out of White countries. Create a civilization in your own lands you worthless fucks. PS: Fuck you white cucked liberals. You're the cancer of the world--kill yourselves.",1,train,"{
  ""text"": ""Yes, White countries are evil and racist, therefore, to be safe, ONLY White people should live there. Please Non-Whites, stay away for your own good. The White man will just steal your inventions and oppress you, you know, because you're superior to the White man. For your own good, stay the fuck out of White countries. Create a civilization in your own lands you worthless fucks. PS: Fuck you white cucked liberals. You're the cancer of the world--kill yourselves."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""White countries"",
    ""White people"",
    ""Non-Whites"",
    ""White man"",
    ""worthless fucks"",
    ""white cucked liberals""
  ],
  ""cuss_words"": [
    ""fuck"",
    ""fuck"",
    ""cancer"",
    ""kill""
  ]
}"
916,"Stupid Germans! Build the wall and keep them inside, have a nice party !",1,train,"{
  ""text"": ""Stupid Germans! Build the wall and keep them inside, have a nice party !"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Stupid Germans""
  ],
  ""cuss_words"": []
}"
917,"I don't understand why the Gulf countries don't except refuges and use the money they spend on charity to build housing and create a system that can help refuges to become part of the society, and provide eduction, jobs, and asylum to stay the country. I don't understand it seriously if the western countries did it than why can't the filthy rich Arab countries do the same? Only one reason will explain why , its because Gulf Arab leaders are very racist because they don't want  people to integrate or change their culture Stupid people I am done with this so called Gulf countries .",1,train,"{
  ""text"": ""I don't understand why the Gulf countries don't except refuges and use the money they spend on charity to build housing and create a system that can help refuges to become part of the society, and provide eduction, jobs, and asylum to stay the country. I don't understand it seriously if the western countries did it than why can't the filthy rich Arab countries do the same? Only one reason will explain why , its because Gulf Arab leaders are very racist because they don't want  people to integrate or change their culture Stupid people I am done with this so called Gulf countries ."",
  ""rationales"": [
    ""Gulf Arab leaders""
  ],
  ""derogatory_language"": [
    ""filthy"",
    ""racist"",
    ""Stupid""
  ],
  ""cuss_words"": []
}"
918,Stay out of my country savages!,1,train,"{
  ""text"": ""Stay out of my country savages!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""savages""
  ],
  ""cuss_words"": []
}"
919,You have the empathy of one who should burn in hell. Hope when one you love dies that you get the sympathy you offer those suffering at the hands of a wannabe brutal dictator. Walk a mile in their shoes and then repeat your remarkably heartless reply. When did you last contact your congressman/woman and demand they work across the aisle instead of being at war? What have you done to save innocents from extreme cruelty?,0,train,"{
  ""text"": ""You have the empathy of one who should burn in hell. Hope when one you love dies that you get the sympathy you offer those suffering at the hands of a wannabe brutal dictator. Walk a mile in their shoes and then repeat your remarkably heartless reply. When did you last contact your congressman/woman and demand they work across the aisle instead of being at war? What have you done to save innocents from extreme cruelty?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
920,"All Religions are like Cancer, nothing ever good came out of it, only brings Division, just like Jesus said he would bring. Stop Cherry Picking religious books that are full of Horror, which even makes Freddy Kruger Blush. Start to Think for yourselfs! and read between the lines, to see these so called beLIEves are written by the Elites to make you choose a side, doesn't matter which as long as you do. Wake Up Alice!",1,train,"{
  ""text"": ""All Religions are like Cancer, nothing ever good came out of it, only brings Division, just like Jesus said he would bring. Stop Cherry Picking religious books that are full of Horror, which even makes Freddy Kruger Blush. Start to Think for yourselfs! and read between the lines, to see these so called beLIEves are written by the Elites to make you choose a side, doesn't matter which as long as you do. Wake Up Alice!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Cancer"",
    ""Horror"",
    ""Freddy Kruger"",
    ""Elites""
  ],
  ""cuss_words"": []
}"
921,TO ALL..... THE REASON COUNTRIES ARE BEING FLOODED BY SATANIC WORSHIPPING MUSLIMS HINDU'S ETC. IS SO IN A FEW WE WILL BE OUT NUMBERED. THEN CIVIL WAR3 BEGINS. MARTIAL LAW. FOOD SHORTAGE. THEN CHIP TO EAT OR FEMA DEATH. THANK YOU MY NONSHEEPLE PPL. YESHUA LOVES US ALL. AMEN,1,train,"{
  ""text"": ""TO ALL..... THE REASON COUNTRIES ARE BEING FLOODED BY SATANIC WORSHIPPING MUSLIMS HINDU'S ETC. IS SO IN A FEW WE WILL BE OUT NUMBERED. THEN CIVIL WAR3 BEGINS. MARTIAL LAW. FOOD SHORTAGE. THEN CHIP TO EAT OR FEMA DEATH. THANK YOU MY NONSHEEPLE PPL. YESHUA LOVES US ALL. AMEN"",
  ""rationales"": [
    ""Satanic worshipping"",
    ""Muslims"",
    ""Hindu's""
  ],
  ""derogatory_language"": [
    ""nonsheeple""
  ],
  ""cuss_words"": []
}"
922,"""No one gives us a voice"" ....They gave you a home, shelter food, and yes a voice, because in the Muslim shitholes from which you people spew out from you have none of these due to the implementation if Islam. Now you want Europe to conform to Islam. Islam is a cancer.",1,train,"{
  ""text"": ""\""No one gives us a voice\"" ....They gave you a home, shelter food, and yes a voice, because in the Muslim shitholes from which you people spew out from you have none of these due to the implementation if Islam. Now you want Europe to conform to Islam. Islam is a cancer."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Muslim"",
    ""shitholes"",
    ""Islam"",
    ""cancer""
  ],
  ""cuss_words"": []
}"
923,"I can't stand the muslim religion and I want ""islamization"" away from my country, but I can't help but feel this is taking it too far.",1,train,"{
  ""text"": ""I can't stand the muslim religion and I want \""islamization\"" away from my country, but I can't help but feel this is taking it too far."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslim"",
    ""islamization""
  ],
  ""cuss_words"": []
}"
924,Disgusting cockroaches. Don't kick them. KILL them,1,train,"{
  ""text"": ""Disgusting cockroaches. Don't kick them. KILL them"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""cockroaches""
  ],
  ""cuss_words"": [
    ""KILL""
  ]
}"
925,"even as liberal propaganda they still make a good case for brexit, fuck islam, islam is the cancer of the world.",1,train,"{
  ""text"": ""even as liberal propaganda they still make a good case for brexit, fuck islam, islam is the cancer of the world."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
926,"This is islam and Islam is SATAN

I.   I
S.  STEAL
L.  LIE
A.  AND
M. MURDER",1,train,"{
  ""text"": ""This is islam and Islam is SATAN\n\nI.   I\nS.  STEAL\nL.  LIE\nA.  AND\nM. MURDER"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""islam"",
    ""Islam""
  ],
  ""cuss_words"": []
}"
927,I love burning Mexicant flags and I can't stand nasty mexicants Mexicans even if I'm half,1,train,"{
  ""text"": ""I love burning Mexicant flags and I can't stand nasty mexicants Mexicans even if I'm half"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Mexicant"",
    ""mexicants"",
    ""Mexicans""
  ],
  ""cuss_words"": []
}"
928,"i say bullshit to  these people ..there the same they just want in,then aftet that its shria law !",1,train,"{
  ""text"": ""i say bullshit to these people ..there the same they just want in,then aftet that its shria law !"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bullshit""
  ]
}"
929,I agree wit ak! we're fighting for equality wit race we cant be biased,0,train,"{
  ""text"": ""I agree wit ak! we're fighting for equality wit race we cant be biased"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
930,"Wtf? Hey, huddled masses! We are all immigrants! The only reason he's trying to do this is to scare Americans from the polls and earmark them for future retaliation. You all think he is suddenly an accountant?",0,train,"{
  ""text"": ""Wtf? Hey, huddled masses! We are all immigrants! The only reason he's trying to do this is to scare Americans from the polls and earmark them for future retaliation. You all think he is suddenly an accountant?"",
  ""rationales"": [
    ""Americans"",
    ""polls""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Wtf""
  ]
}"
931,"GOOD JOB HOUSIS ,PLEASE FUCK SAUDI ARABIA AS WELL AND RESCUE OUR LANDS FROM THIS FUCKING TERRORISTS",1,train,"{
  ""text"": ""GOOD JOB HOUSIS ,PLEASE FUCK SAUDI ARABIA AS WELL AND RESCUE OUR LANDS FROM THIS FUCKING TERRORISTS"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""fucking""
  ]
}"
932,You are a tranny too?,0,train,"{
  ""text"": ""You are a tranny too?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""tranny""
  ]
}"
933,"lol yeah, and spend the night on the south side. I hear white men are the biggest threat to the minority community, put that statement to the test for one night lol",0,train,"{
  ""text"": ""lol yeah, and spend the night on the south side. I hear white men are the biggest threat to the minority community, put that statement to the test for one night lol"",
  ""rationales"": [
    ""white men"",
    ""minority community""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
934,however the rapist's should be killed.... lets give them a bit of their sharia law they so long for. the fucking pigs....,1,train,"{
  ""text"": ""however the rapist's should be killed.... lets give them a bit of their sharia law they so long for. the fucking pigs...."",
  ""rationales"": [
    ""rapist's""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fucking""
  ]
}"
935,the first danish woman is so fake and UGLY,0,train,"{
  ""text"": ""the first danish woman is so fake and UGLY"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""fake"",
    ""UGLY""
  ],
  ""cuss_words"": []
}"
936,I have an idea... Build a WALL around Iran and make Mexico pay for it!! 😂😂,0,train,"{
  ""text"": ""I have an idea... Build a WALL around Iran and make Mexico pay for it!! 😂😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
937,"@Yogi Bear. As long as Israel is alive, bloodsheds will continue. The only way out is to destroy Zionism from the earth.",0,train,"{
  ""text"": ""@Yogi Bear. As long as Israel is alive, bloodsheds will continue. The only way out is to destroy Zionism from the earth."",
  ""rationales"": [
    ""Israel"",
    ""Zionism""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
938,HOW MANY REFUGEES YOUR FUCKING BLOATED RICH QATAR OWNERS RECEIVED? ZERO!!! SO SHUT THE FUCK UP,1,train,"{
  ""text"": ""HOW MANY REFUGEES YOUR FUCKING BLOATED RICH QATAR OWNERS RECEIVED? ZERO!!! SO SHUT THE FUCK UP"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""FUCKING"",
    ""FUCK""
  ]
}"
939,Better get out before they Lock you in Maties.They're going to need your middle class taxes to pay for the refuges.,0,train,"{
  ""text"": ""Better get out before they Lock you in Maties.They're going to need your middle class taxes to pay for the refuges."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Lock"",
    ""Maties""
  ]
}"
940,"In a world where it's commonly believed that a man can marry another man, it shouldn't be surprising if a lot of people think 3=5.",0,train,"{
  ""text"": ""In a world where it's commonly believed that a man can marry another man, it shouldn't be surprising if a lot of people think 3=5."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
941,Fucking muslim scum.,1,train,"{
  ""text"": ""Fucking muslim scum."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslim""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
942,"Welcomz refugees from all over the world, welcome terrorists! We German are decadent people who want to disappear from the earth because we feel so guilty. Please refugees come by hundreds of millions and rape our women, kill the men, destroy our country: you are our saviors!",1,train,"{
  ""text"": ""Welcomz refugees from all over the world, welcome terrorists! We German are decadent people who want to disappear from the earth because we feel so guilty. Please refugees come by hundreds of millions and rape our women, kill the men, destroy our country: you are our saviors!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""terrorists"",
    ""German"",
    ""decadent"",
    ""rape"",
    ""kill""
  ],
  ""cuss_words"": []
}"
943,make a video about comfort women,0,train,"{
  ""text"": ""make a video about comfort women"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
944,Jewish dogs,1,train,"{
  ""text"": ""Jewish dogs"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Jewish"",
    ""dogs""
  ],
  ""cuss_words"": []
}"
945,then the thing is go back to your country and fight for your country......you left people there who are fighting to take back what is theirs.,1,train,"{
  ""text"": ""then the thing is go back to your country and fight for your country......you left people there who are fighting to take back what is theirs."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
946,Fucking Americans! they love to kill people.,1,train,"{
  ""text"": ""Fucking Americans! they love to kill people."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fucking""
  ]
}"
947,Kendelle thicc Asian,0,train,"{
  ""text"": ""Kendelle thicc Asian"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
948,Islam is pure evil it has no place in the west it is a manual of murder violence and rape,1,train,"{
  ""text"": ""Islam is pure evil it has no place in the west it is a manual of murder violence and rape"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
949,Right because Mexicans don't do this. The Fk out of here. Y'all do this all the time especially after a few Cervezas.,0,train,"{
  ""text"": ""Right because Mexicans don't do this. The Fk out of here. Y'all do this all the time especially after a few Cervezas."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Mexicans""
  ],
  ""cuss_words"": [
    ""Fk"",
    ""Cervezas""
  ]
}"
950,"Muslims LOVE killing people. But they also LOVE lying, as as they love quoting verse 5:32 of the Qu'ran, and even then it's often misquoted as certain key phrases are edited out.  But let's quote verse 5:33 instead, yes the verse right after 5:32. It says: *""The punishment of those who wage war against Allah and His Messenger, and strive with might and main for mischief through the land is: execution, or crucifixion, or the cutting off of hands and feet from opposite sides, or exile from the land: that is their disgrace in this world, and a heavy punishment is theirs in the Hereafter;*

To a Muslim just about anyone, even your sister or your daughter, and especially any non-Muslim is punishable by death, and that is what we are seeing over and over and over again from Muslims even in the year 2016. Islam and other religions have no place in the modern world.",1,train,"{
  ""text"": ""Muslims LOVE killing people. But they also LOVE lying, as as they love quoting verse 5:32 of the Qu'ran, and even then it's often misquoted as certain key phrases are edited out.  But let's quote verse 5:33 instead, yes the verse right after 5:32. It says: \""The punishment of those who wage war against Allah and His Messenger, and strive with might and main for mischief through the land is: execution, or crucifixion, or the cutting off of hands and feet from opposite sides, or exile from the land: that is their disgrace in this world, and a heavy punishment is theirs in the Hereafter;\n\nTo a Muslim just about anyone, even your sister or your daughter, and especially any non-Muslim is punishable by death, and that is what we are seeing over and over and over again from Muslims even in the year 2016. Islam and other religions have no place in the modern world."",
  ""rationales"": [
    ""Muslims"",
    ""your sister"",
    ""your daughter"",
    ""non-Muslims"",
    ""Islam"",
    ""other religions""
  ],
  ""derogatory_language"": [
    ""LOVE killing people"",
    ""LOVE lying"",
    ""misquoted"",
    ""mischief"",
    ""punishable by death""
  ],
  ""cuss_words"": []
}"
951,So disgusted with these socialist/communist women. Who ever took the flag down should be arrested. Or shot when they did it.,0,train,"{
  ""text"": ""So disgusted with these socialist/communist women. Who ever took the flag down should be arrested. Or shot when they did it."",
  ""rationales"": [
    ""socialist/communist women"",
    ""took the flag down""
  ],
  ""derogatory_language"": [
    ""socialist"",
    ""communist""
  ],
  ""cuss_words"": []
}"
952,I love the brown girl,0,train,"{
  ""text"": ""I love the brown girl"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
953,Muslim refugees be like now I can rape white women and get a free stuff,1,train,"{
  ""text"": ""Muslim refugees be like now I can rape white women and get a free stuff"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Muslim"",
    ""white women""
  ],
  ""cuss_words"": []
}"
954,start killing these refugess before they take over,1,train,"{
  ""text"": ""start killing these refugess before they take over"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""refugess""
  ],
  ""cuss_words"": []
}"
955,"I knew Jacob Batalon is a Filipino, Like if you're Filipino Too. Pinoy here",0,train,"{
  ""text"": ""I knew Jacob Batalon is a Filipino, Like if you're Filipino Too. Pinoy here"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
956,"Be careful, they Israelis might just come and bomb it",1,train,"{
  ""text"": ""Be careful, they Israelis might just come and bomb it"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
957,This is very depressing tell my country to act like this I'm extremely patriotic and this makes me cry lock them all up all of them need to be set an example for treason,0,train,"{
  ""text"": ""This is very depressing tell my country to act like this I'm extremely patriotic and this makes me cry lock them all up all of them need to be set an example for treason"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
958,"All I gotta say is, she probably gives some mean ass head 😳",0,train,"{
  ""text"": ""All I gotta say is, she probably gives some mean ass head 😳"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ass""
  ]
}"
959,@Your Friendly Neighborhood Lawbringer You may not like it but they have NOT entered the US illegally. Seeking asylum is a legal right for anybody.,0,train,"{
  ""text"": ""@Your Friendly Neighborhood Lawbringer You may not like it but they have NOT entered the US illegally. Seeking asylum is a legal right for anybody."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
960,all muslims deserves dis,1,train,"{
  ""text"": ""all muslims deserves dis"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dis""
  ]
}"
961,2:45 Are you assuming Asians' hair colour,0,train,"{
  ""text"": ""2:45 Are you assuming Asians' hair colour"",
  ""rationales"": [
    ""Asians' hair colour""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
962,An attempt to escape from african refugees.,0,train,"{
  ""text"": ""An attempt to escape from african refugees."",
  ""rationales"": [
    ""african refugees""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
963,fucking giving these animals free apartments and food is a discrace they aren't even fucking contributing what a joke sorry germany,1,train,"{
  ""text"": ""fucking giving these animals free apartments and food is a discrace they aren't even fucking contributing what a joke sorry germany"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""animals""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""discrace""
  ]
}"
964,"Your one sided video is bias toward u.s citizens maybe you should come to my neighborhood Atlanta, GA see how many African Americans suffer from illegals stealing our jobs from real Americans.",1,train,"{
  ""text"": ""Your one sided video is bias toward u.s citizens maybe you should come to my neighborhood Atlanta, GA see how many African Americans suffer from illegals stealing our jobs from real Americans."",
  ""rationales"": [
    ""African Americans suffer from illegals stealing our jobs from real Americans""
  ],
  ""derogatory_language"": [
    ""illegals""
  ],
  ""cuss_words"": []
}"
965,"Oh please, if the Rothchilds want to put a different face on their bills starting tomorrow, they could. This is clearly just another way to reinforce the racial divide.",0,train,"{
  ""text"": ""Oh please, if the Rothchilds want to put a different face on their bills starting tomorrow, they could. This is clearly just another way to reinforce the racial divide."",
  ""rationales"": [
    ""Rothchilds"",
    ""racial divide""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
966,"Now Sweden wants to deport 80K of them.  Also, the majority are economic migrants.  The majority of real refugees are still in camps.  I am a lefty and I am so fed up of the bleeding hearts in the western world.  WE cannot take care of all the problems.  Imagine if every young men in Europe left during WWI and WWII.  Muslim men in general are cowards, but vicious animals in groups.",1,train,"{
  ""text"": ""Now Sweden wants to deport 80K of them. Also, the majority are economic migrants. The majority of real refugees are still in camps. I am a lefty and I am so fed up of the bleeding hearts in the western world. WE cannot take care of all the problems. Imagine if every young men in Europe left during WWI and WWII. Muslim men in general are cowards, but vicious animals in groups."",
  ""rationales"": [
    ""Sweden wants to deport 80K of them"",
    ""majority are economic migrants"",
    ""majority of real refugees are still in camps"",
    ""bleeding hearts in the western world"",
    ""WE cannot take care of all the problems"",
    ""every young men in Europe left during WWI and WWII"",
    ""Muslim men in general are cowards"",
    ""vicious animals in groups""
  ],
  ""derogatory_language"": [
    ""Muslim men""
  ],
  ""cuss_words"": []
}"
967,"So sad , arrest the whole family because nobody is born this way they are created . Death penalty like in the middle east throw stones or decapitate with dull knife thats my vote .",0,train,"{
  ""text"": ""So sad , arrest the whole family because nobody is born this way they are created . Death penalty like in the middle east throw stones or decapitate with dull knife thats my vote ."",
  ""rationales"": [
    ""whole family""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""death penalty"",
    ""throw stones"",
    ""decapitate"",
    ""dull knife""
  ]
}"
968,And why do we care about them they are immigrants go back home if you are hungry I can't afford to pay for y'all to eat I'm already paying for hella nights that wanna be on welfare,0,train,"{
  ""text"": ""And why do we care about them they are immigrants go back home if you are hungry I can't afford to pay for y'all to eat I'm already paying for hella nights that wanna be on welfare"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""immigrants"",
    ""y'all"",
    ""hella nights""
  ],
  ""cuss_words"": []
}"
969,"A re-elected Modi means more warm hugs for Bibi. The Common Wealth, The Crypto Anglo Zio Empire endures. Modi the Indian Yes Man.",0,train,"{
  ""text"": ""A re-elected Modi means more warm hugs for Bibi. The Common Wealth, The Crypto Anglo Zio Empire endures. Modi the Indian Yes Man."",
  ""rationales"": [
    ""Bibi"",
    ""Modi""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
970,When the atheist say that he kind of lose relation with Him when he's not find church to sing in choir. I know it's him,0,train,"{
  ""text"": ""When the atheist say that he kind of lose relation with Him when he's not find church to sing in choir. I know it's him"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
971,"Fuck Islam, long live the Jews and Israel ",1,train,"{
  ""text"": ""Fuck Islam, long live the Jews and Israel"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fuck""
  ]
}"
972,They all need to be deported to Russia.,0,train,"{
  ""text"": ""They all need to be deported to Russia."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
973,"He bit snoops intro.. this dude wack idc if he ""Christian"" or not, fuck him and fuck you too",0,train,"{
  ""text"": ""He bit snoops intro.. this dude wack idc if he \""Christian\"" or not, fuck him and fuck you too"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
974,hahahhah ultra cucks rapfugees welcome lol,1,train,"{
  ""text"": ""hahahhah ultra cucks rapfugees welcome lol"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cucks"",
    ""rapfugees""
  ]
}"
975,Canada is a peaceful country your ass. They are also in the war with the US in the middl-east. Sneaky lying Caucasian bastards.,1,train,"{
  ""text"": ""Canada is a peaceful country your ass. They are also in the war with the US in the middl-east. Sneaky lying Caucasian bastards."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Caucasian""
  ],
  ""cuss_words"": [
    ""ass"",
    ""bastards""
  ]
}"
