text,label,exp_split
twitter really be therapeutic fr yal niggers are hilarious in moments of sadness,1,train
fb so ghetto 😭 😭 whew,0,train
<user> i am one slutty milf and i want to invite you into my taboo home life dm me andy,0,train
<user> i ’ m a moslem but i like silent night n have yourself a merry little christmas,0,train
<user> delete this nigger,1,train
u wanna be a gay sad faggot or u wanna be dope and sweet,1,train
pride makes you faggot,1,train
<user> <user> lmao larry are you a nigger,1,train
stg i fucking hate white girls yo,1,train
fuck you fake ass hoes,1,train
<user> <user> lets keep spamming ching chong so we can see this buffoon exploit the definition of racism,1,train
<user> tell the jihadi john to stop yapping abhijit iyer mitra countered his verbal heckling perfectly and showed him his aukaat,1,train
kpop fans gonna switch like faggots when the full mv drops like they always do yall stay tryna be different nn,1,train
i hate dykes,1,train
<user> she switching like faggots,1,train
withoutwomenmenwould men would actually be able to be functioning human beings without being accused of misogyny by a feminazi,1,train
<user> <user> believe all women unless raped by a democrat then destroy the victim at all costs,1,train
un*merce <censored> is just another white bitch trying to look as black as possible,1,train
<user> <user> this is why no one likes ugly faggots out of my sight you roach,1,train
they found the white bitch who killed the black guy in his own apartment guilty yea bitch you knew what you was doing ‼️,1,train
it always the faggots that have a lot to say but will not do nun 🤡,1,train
<user> <user> in islam blacks are sub human only good for slaves,1,train
<user> <user> attacking me for my appearance doesn ’ t work when i got hoes in the inbox sending titties faggot,1,train
<user> a qawwali played from loudspeakers on mosques when hindus were being raped killed and chased out of kashmir it was qawwals which burnt the godhra train qawwals who bomb ppl qawwali was played when some muslims attacked mumbai qawwals broke the amar jyoti brilliant,0,train
i am the king of the homos,1,train
<user> i do not want to live in a post greatest love story ever told world i bet you faggots like golden time bring back rie tsunderes,1,train
<user> bollywood movies cheese naan and violently abusing immigrants,1,train
disrespect islamic n its teachings,0,train
<user> did immigrants steal their hair or something,0,train
events of karbala are for every muslim to mourn and not only shias,0,train
<user> he only love this bcuz his son is gay f my son turns out to b gay great for him but u stl not gone b a queen not n my house,1,train
<user> you my chic fil a line gt the i called up my muslims line,0,train
fellas would you fuck a bitch with no arms,1,train
<user> why are people not freaking out over this hot lesbian energy i just don ’ t get it i need a sandy fan club,1,train
<user> u couldn ’ t pay me to be wit that ghetto ass bitch josaline 😂 i ’ d hit once and dip,1,train
<user> is she the new rupaul now for the gay community,1,train
bitch you could love me you cross me tho ima show you tho bitch ass boy,1,train
rt if your account is a safe place for lgbtq members poc muslims women people from every nation,0,train
what a fake ass faggot,1,train
<user> did not ching chong swat his friend or something,1,train
you all faggots really overhype anything kim petras only good songs are her halloween songs the rest is kinda trash 🤢 can not wait to listen to turn off the light tho omg,1,train
<user> hopefully they are kept out looks like just a bunch of men they aren ’ t refugees,1,train
<user> do not treat them jihadi arrest them and shoot them,1,train
<user> <user> there is no even one refugee just illegal immigrants criminals that are enemy of greece and the greek people out of greece know bastards,1,train
<user> take care of it for me a bitch wants to die and has no regard for her own health,1,train
<user> it still does not negate the fact that it violence inciting speech her losing whatever job she had and havin trouble finding a new one cause who knowingly hiring openly racists was adequate punishment i guarantee you gone have sum to say if somebody call you a nigger,0,train
ima fuck up pony stupid emo faggot,1,train
<user> <user> hot when the white sluts obey the black and serve them,1,train
<user> <user> this song by amy winehouse i am telling you go to karaoke anywhere and the white bitches will all unanimously sigh when it comes on because they mad they wanted to sing it 😂,1,train
<user> who gives a damn what this loser does he ’ ll always be a loser justvkike his father,1,train
<user> i his jews in my closet i ’ m a hero give me a follow,0,train
<user> singapore hdb should be questioned if chinaman satanist lee hsien loong enquired about the purchase in <number> marsiling lane singapore in <number>,1,train
rough looking niggas pretty boys,1,train
<user> false you are the only actual faggot i know that will touch men in such a way,1,train
being a myday isn ’ t a choice like being black or gay,0,train
<user> soobhyuck superior gay <number> liners 💅,0,train
cum in eye ball faggot dickhead fucking cunt slut cakes,1,train
niggas be acting like bitches over some bitches,1,train
looks at avi you think white people not going to call you a nigger,0,train
ok it ain t just me <number> out here hunting niggers on god they tweakin this month,1,train
<user> get rid of illegal aliens send them back home ❤ ❤ ❤,1,train
enough i m a homo just like it is so we used high tops he got his gay face on fraid so,1,train
ariana this girl been stealing my songs man wtf everglow and stop being stingy bitch,1,train
<user> what about us white arabs,0,train
no asians no women on my profile thank u 💞,1,train
what wrong with these crazy dumb white maggots why can not they take responsibility for what they say and do they are obviously fucking crazy and retarded,1,train
<user> is canada where all that arabs people live i thought it was part of america,1,train
<user> <user> donate it to jews,1,train
i love ari fuck a hoe 😝,0,train
the gay gods gave the lesbians <number> rights this day,1,train
<user> dykes walk around with their strap on <number> <number> like they are a real nigga studs do not they just dress masculine,1,train
technically we ’ re all immigrants but ima hush 🙂 😅,0,train
u white devil,1,train
<user> i slick found them hoes roun,0,train
women always be crying bout some lil shit like damn it aint even got nun to do witcho,1,train
<user> jews will never be on the blockchain because you can not trust them,1,train
<user> we have no self respect shameless left labor is filling this country with terrorists and jihadis in the name of allah,1,train
is it ok for white people to use the word nigger,1,train
this hoe needs to get beat down omg,1,train
<user> do not include egypt we are not arabs,1,train
<user> the fuck is a refugee drama romance and why is a white woman with rabid teeth in it,1,train
<user> maybe i would if i were gay,1,train
niggas want discounts for en haut but pay full price for a white man brand 🤬,0,train
metal heads are such elitists kill yourself stupid rick and morty tattoo no children epic weed faggot,1,train
i be wanting to shoot my shot but i ain ’ t tryna end up on a bitch spam page,1,train
<user> we love our legal immigrants,0,train
call me homophobic but wearing shirts that proclaim your a daddy dom top or a hungry twink bottom is weird and you should not do that,1,train
found a dairy today from when i was like <number> and id written a story in it the story was ben met candy she was one good looking girl and i think that maybe when i started being a secret unknowing faggot,1,train
i go down on ah dyke i go up on my price,0,train
<user> saying anything shaming is the province of women and male feminists,0,train
please revive i can not guarantee your guy watch out here doing space shit whilst i am making twitter bots who nut niggers,1,train
the money on the flo better get it hoe,1,train
these hoes will not go away,1,train
<user> 1 million immigrants crossed our southern border over the last <number> months i don ’ t think we are winning,0,train
<user> oh look one of my favorite little faggots,1,train
i have told you all that the purses been open and the fact that they did not reveal the amount or the organisation bts muslim,1,train
<user> why do u live in the ghetto ratatata,1,train
all these niggas is parrots,0,train
<user> shit they hate negroes more than the white folks in davie,0,train
watching crazy rich asians instead of raw mwah 💋,0,train
or like the right amount of horny but not for lesbians,0,train
<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that,1,train
i really don ’ t like white people signed winnie,0,train
<user> shut the fuck up kike enabler,1,train
<user> do not worry sister we are also with our muslim brothers and sisters we will fight together,0,train
<user> u <number> gay my man,1,train
<user> <user> ching chong nobody gives a fuck you atheist,1,train
<user> soon we will be hearing about a caravan of immigrants planning to storm the border,0,train
<user> keep muslim away defend christian faith ban abortion welcome black american babies in the us,1,train
suck out you faggot,1,train
you know these hoes wishy washy they will fuck yo potna and take all of yo gwalla,1,train
<user> this is your future if you support islam in your country and i am arabic just being real with you snowflakes,0,train
bad white bitch wanna hit my keys 🔥 <user>,1,train
<user> <user> northeast understandable they have apoint why muslims,0,train
these niggas be tough ass faggots 😂 😂,1,train
<user> it a traditional lutheran church serving estonian immigrants in southern california since <number>,0,train
prolly heard ima from a hoe,0,train
why is there so much gay subtext in my baby sitters a vampire,1,train
why are the most extreme feminists always lesbian dykes trying to be guys anyway,1,train
these hoes are insane,1,train
you know niggers love pretty b*tches <censored> with ambition,1,train
<user> <user> north africans are arabs so they are technically white by skintone so it doesn ’ t change anything,0,train
<user> <user> a closeted gay man named donald trump,1,train
how does danny even speak nigger has no lips,1,train
supra is a fucking faggot,1,train
<user> fuck you and your anti white blood libel,1,train
<user> the most high elohim is my strength and not the white women who love so called negroes i am not brainwashed as the majority of my hebrew brethren,0,train
bitch wanna keep bugging mute button it is 🤷 🏽 ‍ ♀️,1,train
<user> sit tight and stfu degenerate uneducated faggots,1,train
<user> i hate caucasians,1,train
real nigger shit,1,train
lemme go watch dany be a stupid bitch yet again on got,1,train
sometimes you wanna hit the girl you like up but then you remember so many niggers already doing that then you just be like hell naah 🙁,1,train
niggas turning lil nas faggot,1,train
<user> imagine slutshaming in <number> not on my watch,0,train
<user> <user> lol here the other crazy bitch go read the other tweet ma am,1,train
i swear i be chilling i don ’ t mess with married women but got damn you hoes so fraud to yo husbands,1,train
<user> being gay is apassive aggressive form of hetrophobia,1,train
drew brees got hoed,1,train
<user> <user> women are abducted raped then forcefully converted with threats to their complete family if you dont know the depth of filth in islamic doctrine i pity you for someone near will experience considering america too turning into sympathizers enabling radicalization,1,train
i hope immigrants know that they do not have to talk to ice do not open doors for em,0,train
acts <number> <number> for just declaring one white devil repentance unto god for his or her devil biological genetic whiteness of satan is not good enough but they must back up their repentance with works of penitence unto god giving all their riches away to god people the,0,train
<user> got mad at me because i told him he was gay in 4 th grade was i serious yes is he gay yes,1,train
<user> census questions only harm illegal immigrants,0,train
<user> what about congress who set free the real muslim culprits and put hindus behind the bars and tortured them under a cospiracy,0,train
look man i am sorry i am such a faggot hoe,1,train
watch out hoes,1,train
that hoe only got time for his friends,1,train
he just throwing that hoe up,0,train
lmfao the passenger in they car is trying to file another claim in they neck and back 😭 😭 😭 😭 u niggers are so predictable make me sick,1,train
<user> u should stop being so eager to have fights with jews based on whatever weird personal interaction ur referring to,0,train
<user> a bunch of little ghetto bastard children with no family structure,0,train
<user> <user> you own me 2 gold fucking niggers,1,train
bitch you white nigga is a faggot your kids are demon possessed over blk ppl your pussy is worthless you are a whore you and ur household all suck the same dick you are jealous of innocent blk ppl you are a squatter in blk neighborhoods you are jealous of jesus ur disgusting,1,train
<user> <user> its because of the likes of majid memon the muslims are increasingly getting brainwashed with false narratives,0,train
rich lean in my pants in her throat suckin this niggers,1,train
<user> <user> sam reminds of the hitler youth the nazis used teenage blonde nordic girls for their propaganda too,0,train
<user> you forgot to mention illegal muslim refugee,1,train
<user> the day you people stop believing in that shit religion made up by some goatfucker who smoked crack in a cave in the 5 th century,1,train
you are a pops hoe blunts this nigger fucking it,1,train
bitch get off my shit fag i am a dom bitch not a fag,1,train
atp i need to fuck w a <number> old man that ’ the only way a nigga gone ever understand what i ’ m saying,1,train
some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha,1,train
fite me niggers first login in <number> million years in sea server and gut a fu hua 5 weap hahahaha id <number> — playing honkai impact <number>,1,train
billie eilish is the mother of all depressed gay kids,0,train
don ’ t be an ass kissing bitch bitch 🙄,0,train
we are here we are queer we are sleepy goodnight,0,train
<user> yeah because white people have to deal with mobs of hyper violent shitskins,1,train
my mom be like kill yourself bitch me do not temp me with a good time hoe,1,train
can you believe this brokedy broke nigger was over here with a white bitch in the park kissing seriously the white bitch more fucked up then the niggers are is not that like raping the handicapped seriously why would a white bitch choose a nigger <number> she be retarded drugged to,1,train
<user> aint he bisexual an lgbt king of gays even his mind,1,train
who the best lesbian character of all time and why did you choose lexa,0,train
can not wait to become america first slutty queer president,1,train
<user> <user> <user> if the firefighters were as white and useless as zaid in seeing the situation in front of them yes i d tell them not to fuck with my house because they d probably help burn it down,1,train
alot of you hoes is tasha,1,train
why don ’ t white boys with curly hair comb it looks like a bird ’ nest,0,train
<user> you muslim also how ’ ya day goin 😁,0,train
rt if your parents are not homophobes,0,train
<user> <user> that if they can navigate round the dinghy filled so called refugees mostly men on there way from france,1,train
seen on fb can not take credit most illegal aliens enter the us by air maybe we need a roof,0,train
alot yall hoes too burnt out,1,train
<user> <user> i can ’ t stand this look they all look like identical blow up dolls,1,train
<user> liberals want them here as immigrants,0,train
<user> where your ravens stuff trash ass niggers,1,train
all funny til one of you bitches pop tf up floating in the gah damn river somewhere play with your sex toys not me,1,train
<user> no it is impossible for a jew to be a nazi its like calling a black person a white supremacist,1,train
<user> <user> listen you faggots it all bollocks you know twat is the best,1,train
<user> also rouge is lesbian,0,train
does twitter just randomly go “ and now no more media for tonight go to bed you bitch ” or like,1,train
i hate fucking niggers,1,train
i ’ m convinced niggas assume more than bitches lol never wanna figure shit out or ask questions just assume,0,train
say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,1,train
because everytime i do niggas ask if i am a faggot and there this gay nigga that been trynna hit on me and i do not wanna be rude to him so when someone asks if i am a faggot i can set the record straight and he will leave me alone,0,train
<user> what do you say to the tens of thousands of american families who are killed assaulted and raped by illegal aliens and anchor babies,1,train
niggas out here fucking dykes 😭,1,train
why do dykes exist,1,train
<user> all <number> muslim countries in the world should give shelter rohingyas,0,train
tweet483 i wanna dye my hair but i already know i can not pull it off without looking more like a faggot,0,train
if i see one more towel head on social media i ’ m going to lose my mind,0,train
<user> <user> why is it that straight men like to watch dykes get dicked down,1,train
<user> reject radical islam,1,train
anytime is see “ reform ” and “ islam ” in the same sentence i already know its gone be some bullsheet,1,train
lmao who seeing cupcakke tonight i am down af to go but i got no bitch to go with,1,train
no homo we smokin penises,0,train
<user> yes its right kashmiri muslims who raped pandit women killed them looted them took their land and homes have to suffer more <number> years pandits have suffered <number> months at least they should taste the fruit of their deeds eat stones what you were throwing at forces fati na,0,train
<user> ya because a broke nigga got spotted so he ’ back now,1,train
<user> who is muslim here,0,train
shoutout to all the dykes out here still fucking niggas,1,train
<user> the ccp turned china into chinazi ccp_is_terrorist,0,train
aint nothin like a ride or die bitch she come thru and throw the <number> up love to fuck she even roll the piffy up,1,train
for some reason the old white man law society of ontario wants to regulate the voices of squaws and niggers but not white man why,1,train
i ’ m tryna stop the violence but i can ’ t help but kill these hoes,1,train
gt goes by she them gt lesbian very panicked lesbian gt no lewd i am a minor gt multishipping with chemistry and or plotting,0,train
<user> “ asians are the cause of everything bad ”,1,train
hate that the store right by my house closes at <number> how ghetto,0,train
<user> <user> do not have any hth need more hoes tho,1,train
<user> <user> shit thats a lot of white people in one photo pier would love that,0,train
<user> they used the f slur too so i ’ m guessing we got ourselves a homophobe here,0,train
this white boy is a fucking crack head,1,train
<user> why should you ban immigrants from operating small business every business start somewhere and tomorrow that will give people job,0,train
<user> this girl is retarded lmao if you ’ re lucky enough to have this then why would you act like that,1,train
i know the pu**y <censored> good nigga relax 🥴 🙄,0,train
<user> <user> he is a sneaky and con artist booming arabs and blaming muslems sham on him he is the worest president so far,1,train
<user> she should of raped and abused young white girls <user> would of turned a blind eye,1,train
<user> who needs jihadists when you are doing their work for them by crippling our economy,0,train
<user> they kill muslims and limited the journalism are you human,0,train
you niggas be soo “ real ” until it ’ time to tell a female what it is amp what it aint lil ass boy,1,train
<user> <user> wake up your leader is a queer indian globalist who is signing laws to turn ireland black islamic with <number> years,1,train
imagine pullin up ya bitch house to a nighas car outside n u look thru her window n she laid up wit dude 😳 couldn ’ t even imagine,0,train
lmao the fucking lying slut,1,train
any nigga that hop in female beef and add to it instead of trying to stop it is a whole complete faggot,1,train
bitches piss me off that why it be hard to date one,1,train
any black man who can make disgusting comments about dark skin women is a black man i will stay away from you niggers are mad and quite creepy,1,train
<user> there was no moslem ban,0,train
also what kind of self respecting redneck woman from the south dreams of getting naked in hollywood movies,0,train
<user> jihadi relax soon you will also sink in pain and anguish of your jihadi brothers being killed by indian armed forces,1,train
<user> literal faggots 😭 😭 😭 😭 😭 😭 😭,1,train
<user> <user> cause hong kong police can ’ t afford a porsche chinazi 手足互科,1,train
<user> the difference is the fat nazi screaming propaganda and vitamins,1,train
bitches be doing too much be cool hoe,1,train
muslim guys will listen to drake for <number> hours straight and ignore the quran bro you ’ re focusing on the wrong gods plan,0,train
can my blacks lead a stupid nigger,1,train
<user> <user> you have completely halted trying to fight what we are saying because its true all you have left is these haha look at these guys replies left you stupid poor white trash wigger fuck,1,train
if slavery went on a little longer america would probably have super niggers,1,train
bitches this pretty thats seldom,1,train
<user> erm tommy robinson isn ’ t against refugees,0,train
<user> my guess is that if she did get raped she would not murder the innocent baby many do not,0,train
i fucking hate fags,1,train
i am truly amazed that twitter allows little racist bitches to go on and scream nigger but they throw somebody in jail because they tell them to eat poo and stop existing but kill kill all the niggers is ok with twitter shame on twitter,0,train
i love my women but she thinks i ’ m playing,0,train
stupid polis god damn faggots got em got em got em what a good series got em eeek a penis como koko why southpark,1,train
that fuckin mustache that bitch used to look <number> and shit,1,train
birds of prey listening to margot robbie talk like a retarded white girl who thinks she can drop the n word any time she wants for <number> hours hard pass,1,train
in conclusion your moms a hoe,1,train
<user> error too many teeth to by redneck,1,train
“ i identify as a transgender i just don ’ t have the money to do a sex change ” no lol you ’ re just a broke faggot 🤣 🤣,1,train
<user> niggas in london forget they just children of islander immigrants just like toronto niggas lmfao,1,train
so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks,1,train
shawn mendes legit afraid of wearing eye shadow in fear of being called gay like shawnmendesisoverparty,0,train
<user> no homo ofcourse 👌 💍,1,train
<user> i am black with all white freinds taco man,1,train
we need to start punching arabs for saying the n word,1,train
society is sukin on your dick and since i got a pussy i am a bitch,1,train
<user> <user> nigga behave 😂,1,train
<user> happy bday slut whatchu on for the day,1,train
ah so subby rn 🥺 someone call me slut n kitty,0,train
<user> stop spreading radical islamists,1,train
i am slut for attention,1,train
kill all gays,1,train
space is gay and so are you,1,train
niggers can not summon tulpas,1,train
smoking fiya in a hotel eating shrimp wit a towel under the door and a thick red hoe,1,train
<user> <user> they are us they speak a language of our family have preislamic european traditions and culture,0,train
we ever gon talk about how that nigga scott pilgrim was a sexual predator,0,train
<user> fuck your country bunch of goatfuckers,1,train
fucking retarded white people on twitter saying the n word hiding behind an anime avi virgin,1,train
prolly heard ima hoe from a hoe 😤,0,train
are not we muslims stopshiitevictimization,0,train
i ’ ve always wanted to beat up a nigga in front of his child so the child can grow up and remember it forever,1,train
count on it kikes,1,train
<user> <user> import3d terrorists and embedded muslim brotherhood stop rioting and looting,1,train
<user> im sorry but muslims disgust me at this point ngl,1,train
<user> <user> most of their jokes revolve around the concept of finding new ways to detail a fictitious account of each others mother prostitute life who is a faggot and who is weak if he not willing to join in,0,train
<user> swear that almost <number> of school shooters are white americans but yeah no watch out for them scary muslims they might getcha,1,train
aw the short dykes are getting noticed today thats cute,1,train
this sleeping alone shit is ghetto,1,train
<user> you do know the nigger family skit had white people in it chappelle used the word for a skit he not walking around calling everybody faggots my iq understands that much,1,train
<user> let ’ donate to a worthy cause like a legal immigrant who supports <user>,0,train
<user> you did hear about the police officer getting killed in california by illegal immigrant you need to build the wall,1,train
<user> hey hey hey i went to cy fair and my vietnamese is better the problem is that she ’ white washed af lmao,1,train
someone took my fucking dyke pin i am going to kill,0,train
kick the doors off cut the tires up burn that bitch,1,train
want to watch elite bc arón piper ’ h*t <censored> but the whole thing they did with their muslim character is so repulsive idk 🙆 ‍ ♀ ️ 🙆 ‍ ♀ ️ 🙆 ‍ ♀ ️,0,train
<user> man niggas got thin ass jackets and shit 😭,1,train
how many times do we have to tell you all that being latina is not a race lol she was saying nigga hard af on her ig i said she said i mean i am latina i said but you are white lmao,0,train
it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay,1,train
i get along with asians and whites very well mulattos not so much,1,train
<user> <user> left pseudo seculars indirectly and the madarsa jihadis they are everywhere watch for them,0,train
<user> there should be no little mohadishu in america deport illegal muslims assimilate,1,train
lool it bare gyal clown i see that get no gyal 😂 they just sad cus they get no bitches but do the most to get em 😭 try harder,1,train
if your one of those cunts blocking up the petrol garages so you can get a free costa coffee your a cunt,1,train
being homophobic is gay because you are worrying about what other guys do with their dicks,1,train
<user> <user> what you know you crisp selling prick house the refugees you keep on about you potato shagging cunt,1,train
hoe you are a weirdo,1,train
<user> you want more wars for zion jews are the new nazis,1,train
like and i had to the hedgehog would fuck themselves in the biggest nut niggers be like yeet bitch,1,train
hm term limits jews worst enemy ‘ tis why florida is best state,1,train
yall bitches wanna starting acting up when the ice nd shit hit the ground bitch catch me in my basement 😂,1,train
hannah baker was a bitch wtf,1,train
kevin gates make music for dykes and chubby nigga 🤷 🏽 ‍ ♂️,1,train
i respect equality so much i beat women so they can have the same punishment men get 💯,1,train
idk what it is but everytime i text people the laugh like they retarded 😂 😂,1,train
<user> i love it when he said “ well she ’ white so definitely not my type ” 😂 😂,0,train
<user> there ’ different type of arabs,0,train
republicans post trump will deserve to be treated like nazi party members post ww2 it will be vital that we do this but we wont because we are a deeply stupid country your shitty jet ski salesman dad will just sit there collecting checks and hating faggots and brown people,1,train
lmao a lot of you all new bitches be my old ho,1,train
where is the bag of money nigger where is the bag of money,1,train
more and more i find myself professionally personally in spaces that are predominantly cis and straight with hobbies that i do not meet many queer people at more and more i am realizing how deeply over dating cishet men i am even as they pursue me,0,train
<user> serbs are asian but i suppose a low class geographically retarded american would not be able to tell,1,train
<user> <user> hahaha israel will be destroyed because of holocaust of palestinians,1,train
i will slap da shit outta white girl bitch do not tell me you want my nigger cock,1,train
<user> of course <user> would like a post about illegal immigrants,0,train
stupid bitch not paying attention looking for something in her car almost crashed right into me my life be flashing right before my eyes,1,train
i raped the jews because it hugged my brother,1,train
<user> never trust arabs,1,train
<user> your gf does and wtf would i lie that ching chong is giving u her stuffs,1,train
bts interacting with a guy who would probably call me a raghead this is so 💔 💔,1,train
no such thing as lesbophobia you dumb ass dykes,1,train
deadass gon go lesbian,0,train
<user> if you unfollow me you faggot,1,train
ben platt and david corenswet called me their bitch,1,train
amaka so you are now in a man house because of foodstuffs you are no longer lesbian,1,train
<user> yo send me the track he acting like a faggot,1,train
shes more than a dyke $wldbsjxhskxbwnz,1,train
not one feature on this girls face that ’ cute and she ’ coming for asians fine ass,1,train
white people are so uncultured that they kill black people as a hobby blacklivesmatter allivesmatter,1,train
should i have been an athlete is this where they are hiding all the niggers,1,train
muslims be calling me islamaphobe for quoting their quran verses,0,train
<user> <user> you can also decide not to like the niggeress too 🤷 🏽 ‍ ♀️,1,train
y ’ all hoes really lurking 🥴,1,train
of course his white ass dropped it,0,train
you all want comedians to keep their edge and stay unfiltered because you all are not the demographic they are talking shit about it just the lgbt community if a white comedian was calling you all monkeys and niggers you all would have a fit cut it out,0,train
<user> must be the niggers who made fun of lit kids surely it karma,1,train
<user> i hate you lowkey praying your gay bones are correct 😶,1,train
<user> <user> it not homogeneous it just that asian immigrants are not as vocal visible,0,train
it always broke dirty looking itches that talk the most shit 💁 🏽 ‍ ♀️ go sit ur dirty po white trash lookin ass down tf,1,train
first pills lean weed rollin niggers,0,train
<user> you seem to be as white as snow,0,train
<user> <user> gangs give other bikers a bad name or white trailer trashed ect,1,train
i do not trust none of u hoes,1,train
lol now im worried i will post my dressing up as bts albums pics and someone is gonna bash me for being muslim and posting my outfit,1,train
instagram must really be messing up letting ghettos little sluts follow me,1,train
if so which bitch dared to lay a finger on him,1,train
you insecure lowlife broke ass desperate woman beating momma boy ass niggas are fucking sick get a grip on reality hoe dumbass dykes,1,train
wasn ’ t there a time in the fandom where people said matt ej is a muslim king,0,train
who came up with i see you niggers niggering it up again cuz i say that in my head all the time 😭 😭 😭,0,train
i have nothing against blacks asians hispanics mixed but if you include them in movies or video games it forced diversity 😡 😡 😡 😡,1,train
amber rose new bd look like a dyke 😭,1,train
why he can not get a hoe that work minus the crazy,1,train
<user> tonight i ate kike <time>,1,train
<user> other wise all the immigrants would have been banned finally 🇧 🇩 took advantage,0,train
<user> sickest men always quick to shower cursed women with gifts and affection but look at a mother with her kids in disgust broke bitches and all their damn kids this started when the dick cults destroyed mother temples and fashioned whores to worship same shit same retard genes,1,train
<user> um are u aware of the fact that niggers sold or traded their people to whites how is that getting fucked also africa cant work at all without the help of whites so please just stop bc its getting embarassing,1,train
<user> still go hoe around tho so you are point,1,train
<user> “ lets go gays ”,0,train
<user> encourage more jihadis to spit,0,train
sud we selebrate shivaji birthday today especially when muslim brothers are leaving under fear,0,train
<user> good they don ’ t deserve to get paid the <user> don ’ t do anything but help illegal aliens,1,train
basically to summarize all your key points mgtow mra are women hating flaming queers cc <user> <user> <user> ‍ <user> <user> ‍,0,train
the server has chosen loyal hoe jiujiu over wormy man lets try to make charms,1,train
<user> good job scamming you fucking faggot,1,train
<user> <user> ffs hundreds of white girls raped by muslim men and everyone is getting worked up about a non provible politically convenient story from <number> years ago,1,train
<user> katniss was lesbian let ’ be honest,0,train
gay furry sex games egg whites for facial wrinkles bully breeding my mom porn gif,1,train
i hope i die cause i am white blacklivesmatter,1,train
<user> u negroes never take your destiny into your own hands and just keep waiting for others to change your lot in life,1,train
bitches broken heart,0,train
<user> actually white people are dating back to <number> shit probably even before that you all feel so entitled to everything when you all literally just bring disease and attitude with you everywhere you do white people have been annoying since the beginning of time,1,train
locals are no less than jihadis who pelted stones on the injured soldiers and the liberals cry when they are hit by pellet guns,1,train
<user> fuck islam or any religion that restricts such basic entertainment,1,train
<user> <user> i can not believe reid uses the words negro dialect in his personal vocabulary,0,train
what kind of chinaman speak french i mean gotdam,1,train
people who ship kylorey just wanna justify their own relationship with their nazi boyfriend,1,train
niggas really be acting like bitches,1,train
<user> well fuck you too hoe,0,train
good morning to everyone except hoes who don ’ t get cold period,0,train
dudes that wear all pink sneaks faggots and these females condoning it restoring the honor,1,train
fuck i should have said queer not homosexual in my reply 😔 😔,0,train
<user> the immigrants that wanted to create a land for immigrants,1,train
<user> i fucking hate that man legit,0,train
<user> stupid nigger kill yourself,1,train
<user> ur dogshit faggot which explains why u r over <number> and never can make cl stfu faggot,1,train
imma do you faggots like the left the gods today,1,train
<user> <user> be careful sir you might keep moving right into our neighbouring country god only knows how they treat refugees,0,train
had a grown freak bitch we use to slut that bitch out 🤐,1,train
u hate talkin to the only nigga that can heal u,1,train
<user> hello pot would you like to call me kettle a negro,0,train
look how she talk she sexy i like when they pretty and ghetto type of bitch that do not even say hello,0,train
<user> <user> yes terrorism and hate is islam,1,train
wtf why is muslim twitter a thing,0,train
this movie is ghetto,0,train
i do not understand why we are so overly nice to the elderly they are by far the meanest motherfuckers in the world sure some of them can bake i will give ya that but they also will call you a faggot or give you the finger faster than any other demographic,1,train
hoes are annoying thots are annoying which are pretty much the same white ppl are annoying spanish people are annoying and asians are too diverse even for their own culture 🙄,1,train
democrats are inviting illegal immigrants who were fired from trump golf club to the state of the union address good now invite ice,0,train
yo girl hella talkative around rich niggas,0,train
i get what you all females be saying now 🤦 🏾 ‍ ♂️ literally me and a whole woman were telling this nigga his approach to women is weird af and the nigga is still in denial,0,train
<user> mm sounds more like white trash 😂 😂 😂,1,train
nigga xan said niggas turn lil nas faggots 😂 😂 😂 😂 😂,0,train
<user> who the fuck is this nigger,1,train
brokenhearted and slightly retarded,0,train
<user> <user> why are you gay,1,train
horny teens dm me to trade gayteen gaytrade gaysnap,0,train
nancy pelosi invited illegal aliens to the state of the union president trump invited victims of illegal aliens to the state of the union,0,train
and if yo bitch fast prolly cuz she out here runnin 🤣,1,train
niggas cry and complain so much i am starting to think you all the real females in the relationship 💀,1,train
bill clinton and his lovely wife are watching fox news at the dinner table bill starts to chuckle all this talk about a whistle blower in the white house well i had me a missile blower,1,train
<user> ching chong oil 🤧,1,train
<user> that jihadist bitch has got to go now,1,train
<user> eat my gay ass,0,train
mettaton is a queer icon,0,train
<user> i have been up super early so shut up nigger,1,train
too many of you woman turn into retarded ass unstable creatures when you ain t got a nigga,1,train
if you wanna listen to gay music for gay people listen to icp there is so much homoerotism in some of their songs,1,train
couple friends you know bitches get funny,0,train
ramadan kareem to all my mutuals muslims and all muslims around the world 💖,0,train
hell yea bitch dis go hard as hell flocka i will suck big dick team slut all day and week month year and century i love big naps d i c k q u a d,1,train
<user> <user> <user> absolutely right man legal immigrants who work hard and and are law abiding citizens are not the problem the context of my comment was to highlight the devastating effects of refugee crisis post <number> that has plagued eu and canada with forced immigrants from uncivilized society,1,train
i ’ m really a nice person 💯 these hoes just be testin my patience,1,train
plot twist this niggers been alive the whole time 🤨,1,train
<user> that court little af i played my nigga jamal on that court was cramming all over scraped him mind you i ’ m short my nigga,0,train
